Title,Runtime,Tomato Meter,Audience Score,No. Reviews,Genre,Embedding-0,Embedding-1,Embedding-2,Embedding-3,Embedding-4,Embedding-5,Embedding-6,Embedding-7,Embedding-8,Embedding-9,Embedding-10,Embedding-11,Embedding-12,Embedding-13,Embedding-14,Embedding-15,Embedding-16,Embedding-17,Embedding-18,Embedding-19
The Game Changers,88,0.7,0.99,10,Documentary,0.010501655,0.0012813865,0.00095999165,-0.014279261,-0.0018009506,-0.010214796,-0.0017273178,0.001509776,0.0029700182,0.015510316,-0.0066799596,-0.00234376,-0.0042005675,0.01856985,-0.008338401,-0.004059599,-0.0045473105,0.0044013774,-0.018727778,-0.0061594606
Crumb,119,0.95,0.89,44,Documentary,0.014562217,-0.0018168532,0.013190394,-0.008372923,-0.01529171,-0.0059063183,0.010662642,-0.007585001,0.008279219,-0.009955326,-0.0030722136,0.0042154742,-0.0026414893,-0.0048109638,0.005358049,-0.010775377,-0.0060778116,-0.0040546022,0.0091913715,-0.012840897
American Factory,109,0.95,0.82,95,Documentary,-0.008603649,-0.016293477,-0.0039254427,0.0036347911,-0.008424881,-0.00017305967,-0.015230222,-0.005679495,0.009691849,-0.019537324,-0.00060057046,0.010626239,-0.0031213842,-0.0042523374,0.011975926,-0.009289606,0.002970019,0.00043698717,0.010206943,-0.014781903
The Alpinist 2021,93,0.93,0.97,45,Documentary,-0.0024363755,-0.017546961,-0.011027581,-0.0045904545,0.010183545,-0.007767941,0.01138378,-0.0146851,-0.0008516248,-0.005040643,0.009183049,-0.009301339,0.0086175,-0.0024170438,-0.0031753816,0.0046803555,-0.010754688,0.0071519045,-0.0026127864,-0.012693321
The Salt Of The Earth,109,0.94,0.9,96,Documentary,0.0035375035,-0.006640157,0.0034932464,-0.004852722,-0.0060775336,-0.011375881,-0.00010500699,0.004804099,0.00134923,-0.00660039,0.01769568,-0.009326327,0.0025937015,-0.0017867923,0.0012788775,-0.00013203845,-0.009877297,0.007208469,-0.0066821314,0.0059551047
Waltz With Bashir,90,0.97,0.91,155,Documentary,-0.0010538284,-0.006945213,-0.010793256,0.016133003,0.022506837,0.011305426,-0.008950347,0.003413892,0.0041723684,0.0017602226,-0.0023025863,0.0070910538,-0.009672271,-0.0037173864,0.001995507,-0.0108424965,0.010453483,-0.015377307,0.0024106887,-0.007903697
Kedi 2017,80,0.98,0.85,133,Documentary,0.015495507,-0.00064735505,-0.006194269,-0.01636043,0.025620315,-0.026082676,0.014592874,-0.0034429268,0.010942295,0.010875116,-0.011521813,0.0055592097,-5.3372232e-06,0.013271665,0.010028096,0.02201826,0.01274538,0.0012613593,-0.012383451,-0.004623575
Science Fair,90,0.97,0.86,76,Documentary,0.0097028455,-0.018035736,0.0044723107,-0.004583029,0.00033509807,-0.015936758,0.00875673,-0.018953538,-0.006075262,-0.011703888,0.0053423285,0.0018003797,-0.005420479,0.010671301,-0.007397617,0.0055783866,0.004605213,0.0012939933,0.0002996996,-0.008952093
Val,109,0.93,0.88,122,Documentary,0.013906522,-0.0111967,0.0032183349,-0.0038266196,-0.0098230485,-0.0032509726,-0.002111097,-0.012516578,0.002874279,0.0021127337,0.006773247,0.010659369,-0.017407808,0.0039739623,0.004170566,0.0043173395,0.0032397616,0.017214915,-0.021138895,0.015875708
Athlete A,103,1.0,0.92,60,Documentary,-0.002407429,-0.004059336,-0.0048449347,0.0044017606,-0.003122978,-0.015204164,-0.0027609095,-0.014984056,2.6215798e-06,0.008813383,0.009515179,0.009034333,0.010232381,-0.00070487725,0.008488466,0.004930074,-0.01198587,0.00038004294,0.015286772,-0.012124409
Coded Bias,90,1.0,0.57,52,Documentary,0.0114087,-0.0055669444,0.0022016275,-0.013558621,0.0076092063,-0.010494653,0.003856135,-0.0073849806,0.004947054,-0.0061473413,0.018813143,-0.013521582,0.0019414285,0.0049649337,0.0034788311,0.007289679,0.008821001,0.0036876914,-0.012834353,0.0038743
Samsara 2012,102,0.76,0.87,79,Documentary,0.0023857127,0.0019239455,0.013982554,0.014276977,-0.0048426962,-0.00013825037,0.0051695784,-0.010849739,-0.005896135,-0.016626243,0.0005684903,0.0032423194,0.008699603,0.00094214006,-0.0053072046,-0.002309836,0.003098661,0.0075931465,0.0049949633,-0.013234472
A Thousand Cuts 2020,110,1.0,0.77,46,Documentary,0.0071179583,0.019755067,0.028492954,-0.010138504,0.0045783,-0.020740854,-0.002289128,-0.0033270947,0.0016545936,0.0024162077,0.014514744,0.0077069895,-0.00046230815,-0.013295203,-0.007060407,-0.0021204064,-0.0012996048,-0.00083734916,0.0067536607,-0.009178333
Life Itself,120,0.98,0.88,205,Documentary,0.013500181,0.018415805,-0.010573785,-0.0012707885,0.017968848,-0.012650172,-0.00055380294,-0.020577956,-0.005329936,0.0009450304,0.001604987,0.0015528081,-0.0003339896,-0.014554145,0.015943278,0.002488803,0.019036802,0.0076289414,0.007206711,-0.009311076
Cropsey,84,0.91,0.61,46,Documentary,0.013504106,-0.0054423977,0.008330955,-0.0025910945,0.006742728,-0.020217616,0.011808844,-0.0060000825,-0.00018553137,0.014891112,-0.008440992,-0.0022764064,0.0026525897,0.014705218,-0.0011391289,-0.0048605134,0.017516578,0.0035469923,-0.004480979,-0.022759533
Derek Delgaudios In And Of Itself,90,1.0,0.89,31,Documentary,-0.0011378542,-0.00047607982,-0.007569683,-0.0071370057,0.01344308,-0.02202605,-0.011327733,0.007686903,0.010771817,0.002140853,0.0005832229,0.002677678,-0.014427322,-0.0032710687,0.0010896734,0.023198199,-0.009940183,0.0036449593,0.005713204,0.002348331
Senna,104,0.93,0.95,121,Documentary,-0.008045839,0.002755533,0.0032821118,0.0039021852,-0.010055807,0.010125024,0.019254183,-0.0039053815,0.012777464,0.0076956847,-0.00073669496,-0.007497893,-0.0049690604,-0.003674949,-0.0067824433,-0.0028635783,-0.013338707,0.010501189,-0.0082661705,-0.0022997633
De Palma,108,0.95,0.86,114,Documentary,-0.013800835,0.004653654,0.00067698024,-0.012691381,0.0005478017,-0.0040605906,0.01161698,-0.0058835587,0.0022843718,0.015487963,-0.0038336192,-0.0031968441,-0.021550741,-0.0029713407,-5.8605336e-05,0.010202963,0.012848705,-0.009458384,-0.007046394,-0.002731989
Fahrenheit 911,121,0.82,0.7,236,Documentary,-0.0022796385,-0.0018301196,0.0071506635,-0.015521027,-0.0021245156,-0.0011128053,-0.01489521,-0.016278472,0.0150355175,0.0035059806,0.004460442,-0.011359908,-0.007586556,0.0044722585,0.0035185372,-0.010551988,0.005107145,-0.003808717,-0.013854976,0.01590072
Room 237 2012,102,0.94,0.55,133,Documentary,0.0017036295,-0.002918989,-0.016250342,3.7568738e-05,0.008990636,-0.0073605417,0.0025331425,-0.02150708,0.012692544,0.005259297,-0.025279516,0.011811867,-0.013950202,-0.0025289939,-0.014596976,0.0013722705,0.016141485,0.01819549,0.0042819222,-0.00963527
The Tillman Story,94,0.94,0.91,88,Documentary,0.009710269,-0.0095157,-0.013706654,-0.011123901,-0.00038567,-0.012079353,0.00037768492,0.004053459,0.00782427,-0.0073787523,-0.0026903495,-0.000475413,0.00052883924,-0.0017455854,0.017274076,-0.013508135,0.0030340375,-0.010181047,-0.0025875114,0.0007215521
Wont You Be My Neighbor,94,0.97,0.94,259,Documentary,0.009756829,-0.0039665503,0.006574436,0.0034029423,-0.005399269,-0.0030828672,0.014022842,0.010438764,0.0021453737,-0.006931618,-0.0017166495,-0.0023387137,0.001056818,0.0067063137,0.0011483466,0.013829989,0.022264278,-0.00056848826,-0.005180114,-0.009511961
Bowling For Columbine,120,0.95,0.83,173,Documentary,0.00060124433,0.022801526,-0.00621169,-0.012610383,-0.00886667,-0.013317292,-0.01227096,-0.0013547307,0.004390197,0.017592156,0.009604611,-0.006545808,0.004249558,0.0070402944,0.014402034,-0.0065822154,0.013761696,-0.007084404,-0.0050388733,0.014367692
Undefeated 2012,113,0.96,0.89,101,Documentary,-0.0031360693,-0.006119664,-0.014497234,0.008978459,-0.00567186,-0.005014113,-0.008461048,-0.002855766,0.012920831,0.00561007,-0.0036651674,0.0058727236,-0.01329564,-0.008854945,0.016605169,-0.0030424506,-0.0070556775,-0.017153922,0.00790994,-0.005713475
American Movie,107,0.94,0.9,49,Documentary,-0.0005643664,-0.010052132,-0.006602603,0.006653285,0.0014712156,-0.004949973,-0.011027984,0.011093214,0.019078461,0.005769274,-0.016315037,0.011653957,-0.0006434914,-0.0037839115,0.00077770714,0.009254245,-0.006487807,-0.0057652625,0.0040062964,0.0046004234
Stories We Tell,108,0.95,0.79,146,Documentary,-0.010113224,-0.02389627,-0.007882609,-0.011996614,-0.009094856,0.0015232567,0.001651857,0.0064700856,0.003382,0.0033804458,0.0063800057,0.0038735184,-0.0062657087,-0.004594655,-0.009072343,0.01007722,0.01315915,0.015489524,0.006363812,-0.00095033145
Bad Axe,102,0.96,0.97,48,Documentary,0.0055993223,-0.0044702627,0.0035533328,-0.016117563,-0.0061272187,-0.022692053,0.006259416,-0.019216914,0.007786372,-0.0086866245,0.005801001,-0.0058444934,-0.0030310552,-0.0012970235,0.0055976585,0.012312862,-0.004096717,-0.02138522,-0.00029517635,0.0025513752
Enron The Smartest Guys In The Room,113,0.97,0.87,119,Documentary,0.019666461,0.014399385,0.0006204359,-0.010488778,0.0055610677,-0.015293104,-0.003502953,-0.015189484,-0.0015519655,0.0015489627,-0.0094568,0.009710257,-0.008014643,0.017533401,0.011544379,0.0016904412,0.00356016,-0.012122221,0.0024141837,0.002015416
Cave Of Forgotten Dreams,90,0.96,0.73,140,Documentary,-0.007208591,-0.003570281,0.0007420104,0.007912323,0.0099376915,0.0003842324,-0.005065712,0.009487967,0.0046566,-0.0033425863,-0.013394808,0.013282776,-0.005879819,-0.006865735,-0.00466671,-0.0054308944,-0.0031680395,0.007912975,0.0049179387,-0.0075673135
Exit Through The Gift Shop,87,0.96,0.91,116,Documentary,-0.003378956,-0.008179607,0.0006903233,-0.012461289,-0.0110105965,-0.0059697973,-0.01700071,-0.016119953,0.0035567537,0.0026176993,-0.0006634885,-0.0049927817,-0.0020166691,-0.0048370208,-0.011082747,-0.00445585,0.005240327,0.008615001,0.0095692165,0.009603513
The Truffle Hunters,84,0.97,0.77,128,Documentary,0.0037018016,-0.00916983,0.013174996,0.0007458113,-0.0015433386,-0.0036968526,0.0040734997,-0.0054950295,0.004087286,0.0045119906,0.0037252544,3.097893e-06,-0.0028656672,0.0024932683,-0.0005881313,-0.009411988,0.015819097,0.0029858483,-0.01531397,-0.00066108815
Roadrunner A Film About Anthony Bourdain,119,0.91,0.94,149,Documentary,-0.013995928,-0.016541496,0.004115154,0.0013819371,-0.010394501,-0.001570452,0.008018169,0.010425317,0.008669887,-0.004029459,0.02180313,-0.014605564,0.005644863,-0.012918401,-0.00043421387,-0.004227427,-0.029721547,-0.00890959,0.0015124325,0.0018521823
Echo In The Canyon,82,0.9,0.92,80,Documentary,0.011329658,-0.01033933,-0.0026675598,-0.007558377,-0.00090700685,-0.004376004,0.010249688,0.008530532,-0.004798551,-0.00373985,0.005382884,0.0036153581,0.0071367635,-0.0075589446,0.010960272,-0.011040589,-0.0017449211,-0.0015178535,-0.0035254038,-0.0065432126
Jodorowskys Dune,88,0.98,0.89,121,Documentary,0.006930393,-0.0103627965,-0.0073923334,0.0017418575,-0.010669708,-0.0053143054,0.019461952,-0.0018200439,-0.0047564222,0.005276462,-0.009716327,0.014325264,0.0005791299,0.002711054,0.00786617,0.008203579,0.01810879,-0.01738895,-0.0040170974,-0.001115175
Bombshell The Hedy Lamarr Story,90,0.95,0.85,96,Documentary,-0.01051393,0.019376013,0.0034184183,-0.012585799,-0.0010135637,-0.001788832,0.009632363,-0.0009674545,-0.0029218975,-0.004518314,0.0069806217,0.0014667746,0.008779007,0.006300442,0.004635807,0.0037446185,0.008400118,-0.008947976,-0.00074293406,0.02211426
Attica 2021,116,1.0,0.85,56,Documentary,0.0010977586,0.0013657243,-0.006171165,0.0020544082,-0.0071248426,-0.015711654,-0.008234612,-0.0075734677,0.0047501274,-0.0012514262,0.0042871656,-0.0027184838,-0.0012934457,0.0077468427,0.012879558,0.010638171,0.000794027,0.0039280388,-0.009024365,-0.007713416
5 Broken Cameras 2012,90,0.96,0.88,49,Documentary,-0.019624848,0.008619856,0.0010153067,-0.011701459,0.006416659,0.010158162,-0.011087315,-0.008135469,0.011094743,-0.003183353,-0.017011447,0.0015434313,-0.013186002,-0.001142571,0.0059564817,-0.0019887593,-0.009355041,-0.0070485943,-0.006607355,0.018168302
Red Army 2015,85,0.92,0.85,101,Documentary,-0.007523631,-0.020901205,0.01570132,-0.009726,-0.013045058,-0.0049147634,-0.0031815215,0.00966561,-0.010231065,8.77127e-05,0.008041276,0.0001451807,0.004585264,-0.013967594,-0.0016691923,0.0040478585,0.0075971456,-0.003192413,0.0005783681,-0.003983444
West Of Memphis,150,0.95,0.87,116,Documentary,0.0053576096,0.007916542,-0.0015635248,-0.00472294,0.0051257736,-0.0037089703,0.0075805737,0.004355292,0.0057865335,-0.0024379087,-0.0021265172,0.0016465236,-0.0037096273,-0.006865689,0.0038124188,-0.00208912,-0.0011282323,0.0079078395,0.0009490568,-0.015178445
The Look Of Silence,99,0.96,0.89,141,Documentary,-0.004125709,-0.006527269,0.004159089,-0.010874262,-0.013187903,-0.01937441,0.014805535,-0.005059614,-0.0022086662,0.0012780817,0.019273344,-0.004462545,-0.008191077,0.017427575,0.001652376,0.004548008,0.011444569,0.00922965,-0.0045082704,-0.004982614
The Thief Collector,93,0.91,0.77,43,Documentary,0.010459028,0.002194651,-0.004766398,0.0026578817,-0.0112817,-0.009361386,0.008332682,-0.009449289,-0.0006681457,-0.0012402507,-0.00080263,0.006384964,-0.010597892,0.013570082,0.0053159157,-0.007874975,0.0023308108,-0.0006995179,-0.009554286,-0.0047951266
Billie Eilish The Worlds A Little Blurry,141,0.96,0.95,100,Documentary,0.015386703,-0.004283783,0.0014078415,-0.011937349,-0.0023787783,-0.011217881,-0.00019470583,-0.014716797,-0.009451294,-0.00015620222,-0.0020712572,-0.004373324,0.002445227,-0.0042687207,0.0025802061,-0.01519073,0.002037592,0.012310755,0.009334098,-0.0068600774
Disclosure 2020 2,100,0.98,0.87,59,Documentary,0.014832671,-0.017470896,0.008417643,-0.010455135,-0.00023063766,-0.012394687,-0.011323912,0.008154808,-0.0017700525,0.007095898,0.0035302318,-0.017066736,-0.0066173,-0.0090930415,-0.0024223193,-0.0008918751,0.015821155,0.006981672,-0.008692612,-0.0044389404
Nothing Compares,97,0.99,0.87,88,Biography,0.002318594,-0.008088517,-0.01176616,-0.013777232,0.009574838,-0.010983278,0.0022348438,0.0026424876,0.008492023,0.0025688421,-0.00576689,-0.00072401203,0.0039645215,0.009568838,0.006812303,0.011225425,-0.0022906798,0.013843948,-0.004206813,0.00027125663
Hitchcocktruffaut,80,0.96,0.76,119,Documentary,-0.00012343974,0.0064018434,0.004127335,-0.000750047,-0.006983192,-0.015923213,0.0063220933,0.00087709946,0.0026795568,-0.0054756375,-0.0051468546,0.008532255,0.0005287336,0.0058848914,-0.0069489134,0.0016097613,0.0074947826,-0.024832223,-0.0063840225,-0.0038430528
Class Action Park,90,0.96,0.81,54,Documentary,0.009032664,-0.009170311,0.002135175,-0.006147296,0.011244379,0.003780289,-0.0057269707,-0.003080631,0.007688448,-0.0010256646,0.0038575646,-0.0032819137,0.007018669,0.0031800005,-0.0016725704,-0.0055661155,-0.010067925,0.010803949,0.0075998246,0.002670389
Hail Satan,95,0.96,0.85,134,Documentary,0.011512652,-0.0058527035,-0.002886586,-0.0032227836,-0.005654135,-0.0060539967,-0.0053212186,-0.01663708,0.013538891,-0.006107784,0.007423143,-0.014012645,-0.0056362716,0.006408377,0.0063514384,-0.0005317312,0.0018712173,-0.0033467175,0.001056252,0.0070760637
Meru 2015,90,0.88,0.91,78,Documentary,0.0118326405,0.00022422374,0.008924352,-0.00647372,-0.005925709,0.0013826347,0.011300406,0.005601167,0.008756846,0.01151631,0.0138101205,-0.009597508,0.0026399693,-0.0041381265,0.002582645,-0.0020044076,-0.0026909634,0.014249755,-0.0038765531,-0.011689576
Restrepo,93,0.96,0.88,118,Documentary,-0.001504406,-0.007167384,0.022729717,0.016759705,-0.007412811,-0.006108473,0.015083167,-0.0001765497,0.009751571,0.004290781,0.0038332895,-0.0048482763,-0.000121796504,-0.0031969796,0.013005547,-0.009635982,0.0055555934,0.0030781557,-0.0023883325,-0.003805838
20 Feet From Stardom,90,0.99,0.82,129,Documentary,0.00088798377,-0.016192919,0.0014954105,0.0011542027,-0.018759929,-0.010397534,0.0077332915,0.0026481962,0.007540319,-0.01082531,0.0077586835,-0.00075447187,-0.008558242,-0.0044882474,0.004874318,0.0007552147,0.009409098,-0.0028483744,0.0031098125,-0.009990008
The Painter And The Thief,102,0.97,0.86,112,Documentary,0.01037853,0.0028168452,0.011262924,-0.0007694024,0.0006899311,-0.0113785295,0.006561859,-0.010061098,0.0020069152,0.007981193,0.006328187,-0.0071958555,0.005529688,0.005498346,-0.0018185579,-0.009209694,0.012126928,0.012249676,-0.0038219243,0.003449122
Inside Deep Throat,90,0.83,0.67,121,Documentary,0.008814196,0.006558837,-0.010174134,-0.0008559461,0.0010602546,-0.008054702,0.00010104496,-0.0035438365,0.011802333,0.014741403,0.009529294,0.007332885,-0.0004203856,0.004939559,-0.004844877,0.0051917816,-0.0019958885,0.014368494,-0.007665612,0.0075821243
The Fog Of War Eleven Lessons From The Life Of Robert S Mcnamara,105,0.96,0.93,140,Documentary,0.01824663,0.0026655153,-0.007631343,0.001660531,-0.014574267,-0.009706853,-0.010227098,-0.008873954,-0.009337278,0.0026765722,-0.0039292523,0.0012145366,-0.0013704689,0.006548115,0.018584467,0.011364339,-0.002442718,-0.0041793995,-0.012068016,-0.00044652578
Stevie,145,0.91,0.89,76,Documentary,-0.0007560581,0.0024953461,5.830601e-05,0.0072407415,-0.0019377498,-0.003990989,0.0033955448,-0.012630726,0.019691046,-0.0005906707,-0.00060610956,0.0123313265,0.0068169935,-0.008493913,0.008352007,0.007265886,-2.2959803e-05,0.0010643618,-0.015948499,0.0011220931
F For Fake,88,0.88,0.88,52,Documentary,-0.00080998556,0.007934319,-0.012055049,-0.005054459,0.006934248,-0.0041990113,-0.011776732,-0.0154558765,-0.0040895054,0.01817099,-0.011711717,0.0022264041,0.0139881475,0.01749739,0.0026929774,0.010147475,0.0015217605,0.005770684,-0.014520114,-0.014197062
Sidney 2022,107,0.9,0.83,80,Documentary,0.006952873,-0.005911215,0.007562189,-0.0023646525,0.025858011,-0.010668327,-0.0022734515,0.010175265,0.0026937157,0.0013230446,-0.0035381622,0.0040486297,-0.012930686,0.005049202,-0.0021167498,-0.00828995,-0.0107168555,0.009421845,0.0023530289,0.0040252786
Crock Of Gold,124,0.96,0.91,54,Documentary,-0.0033641614,-0.005757407,-0.009517933,-0.008721011,0.010509943,-0.00890804,0.0059820227,-0.0016288357,-0.00018754043,0.003035233,0.0018523633,-0.00810506,0.0040768064,0.0016891885,-0.0025223098,0.0048029786,0.00021927952,-0.00048999453,0.003914517,-0.007005134
Finders Keepers 2015,84,0.98,0.65,50,Documentary,-0.010321958,0.008530674,-0.008910811,-0.0126771955,0.00047057943,0.00673306,-0.00397189,0.00095872174,0.013055177,-0.0028661261,-0.011073967,-0.016243769,-0.013945589,-0.019706188,0.002232919,-0.006973696,-0.0188525,0.00975545,0.018201213,0.0013611208
365 Days 2020,116,0.0,0.3,16,Drama,-0.005404818,-0.0060477573,-0.0026983195,-0.013598713,-0.0023213825,-0.006859289,-0.018747475,-0.005395598,0.0059132194,-0.000143487,-0.007314697,0.0058127567,0.005463765,-0.017977051,-0.003222581,0.0005724692,-0.015099121,0.019396896,0.0018896566,-0.0056489864
Foe 2023,110,0.25,0.56,110,Sci-fi,-0.0015343179,-0.010536574,-0.0061304094,0.01330447,-0.008877455,-0.009122749,0.007612279,0.012790384,0.0154260155,-0.005366209,-0.003012134,0.0021047457,-0.013337192,0.0031212182,-0.011849666,-0.0066420636,0.003237835,-0.0129993465,0.002091805,0.0025809177
The Circle 2017,110,0.16,0.21,148,Mystery & thriller,0.0060070814,-0.0030614245,0.01193949,-0.012905175,0.006553106,-0.025512714,0.0026300268,-0.0018350497,-0.0046622045,0.0045207557,0.00056670606,-0.0034712218,-0.016845996,0.0052273567,-0.002310584,-0.0027966897,0.0022568614,0.005498766,-0.01351351,0.009320781
Good Shepherd,168,0.56,0.51,173,Drama,0.0032036542,-0.0058797123,-0.0048252675,-0.0070594237,-0.014109895,-0.0069246246,0.013263842,-0.00576659,0.0027106386,0.007707706,-0.009443099,-0.004341001,-0.007920189,0.0004775768,0.007139017,-0.010779443,-0.010608867,0.007604657,-0.004952955,-0.0058367094
The Marsh Kings Daughter,108,0.41,0.73,46,Mystery & thriller,0.004113679,0.0028101953,-0.003371227,0.007832675,-0.009605695,-0.011730075,-0.003519889,-0.0039536925,-0.011536745,0.003960637,0.0031320923,-0.0003607938,0.005724308,0.015440598,0.005387654,0.0016144756,0.0026646797,0.011865982,0.007836806,-0.015382066
After 2019,106,0.18,0.65,39,Romance,0.0046355985,-0.0041093053,-9.965319e-05,-5.460251e-05,-0.015874792,-0.009946993,0.0012116322,-0.0076574786,-0.0047481502,-0.009900001,-0.0120029235,-0.0033404194,0.00844199,-0.01077794,-0.006005181,-0.0071820877,0.0018037834,0.0065317927,0.002094054,0.013295727
Cold Copy,91,0.33,0.5,15,Mystery & thriller,0.009314863,0.012893376,0.00015348857,-0.020586435,0.0066595366,-0.013688596,-0.012081725,-0.0073439763,0.012337531,-0.002259906,-0.00794653,-0.002122794,-0.005436027,0.00323169,-0.009830017,0.0027205655,-0.0059541245,0.005978809,0.0068717687,0.014841786
