Title,Runtime,Tomato Meter,Audience Score,No. Reviews,Genre,Embedding-0,Embedding-1,Embedding-2,Embedding-3,Embedding-4,Embedding-5,Embedding-6,Embedding-7,Embedding-8,Embedding-9,Embedding-10,Embedding-11,Embedding-12,Embedding-13,Embedding-14,Embedding-15,Embedding-16,Embedding-17,Embedding-18,Embedding-19
Christine 2016,119,0.88,0.71,130,Biography,0.006743204,-0.0027774882,0.01225629,-0.0055415733,0.008511055,0.0048677917,-0.0061686393,0.01114873,0.010602433,-0.0024985115,-0.00068751705,-0.0049323007,-0.0015284385,0.0013141877,0.011752061,0.0017607559,-0.00506386,-0.00013736114,0.007612252,0.010076694
In The Name Of The Father,132,0.94,0.95,50,Biography,-0.005749843,0.0019727484,0.010843971,-0.00034803376,0.0009372279,0.014290279,-0.0054304902,0.012923403,-0.006022198,-0.0009877955,0.004328243,0.002635009,0.008216999,0.001810307,-0.0041593458,-0.0066684177,-3.8104878e-05,-0.010647592,-0.019458722,-0.014840864
My Left Foot,103,0.98,0.92,45,Biography,-0.011976654,-0.013948205,0.007819211,-0.010673757,0.005197192,-0.012898962,-0.014605221,-0.006321871,0.004338599,-0.009255572,0.0034632783,-0.008260701,0.009479711,0.0007475667,-0.0109893875,-0.00040356413,0.0001740123,0.008616874,-0.000178314,-0.0013451988
Fair-Game-2010,107,0.79,0.65,177,Mystery & thriller,0.0034131608,-0.008969585,-0.0009804575,-0.01160633,0.00053021265,-0.017401235,-0.008223723,-0.009932036,0.0006480709,0.008594515,-0.016574923,-0.0043540522,-0.006716466,0.008063886,0.011637377,-0.0039568115,-0.007408547,0.005691355,0.013549228,0.012114457
Grizzly Man,103,0.92,0.85,146,Documentary,-0.0027911807,-0.005287214,-0.0016279297,-0.0076125353,0.011176115,-0.00024675747,0.010661875,0.0026367824,0.0075095133,-0.0021222942,-0.00980109,0.017179497,-0.0034686204,-0.002742188,-0.0013670782,-0.006137681,-0.008364273,0.007364644,0.006932944,-0.0018250197
The Last King Of Scotland,121,0.87,0.89,183,Biography,-0.015211783,-0.0052099926,-0.005097361,-0.0012345463,-0.0028110088,-0.0026697132,-0.006411438,-0.010014462,0.009393649,-0.018395519,-0.0029296684,0.018759526,-0.008712606,-0.0067741396,0.00840091,0.013267313,-0.013420242,0.010482447,-0.006764325,0.006428747
Capturing The Friedmans,107,0.97,0.89,153,Documentary,-0.0003415104,-0.012279347,0.003069872,0.0017162435,0.0039302795,-0.009862305,-0.0007956325,-0.008723612,-0.014871535,-0.018905481,0.009272365,-0.005377575,-0.014967863,-0.018458225,0.009981978,0.006489493,0.0016453568,-0.009734546,0.017580105,0.011690647
First They Killed My Father,136,0.88,0.81,73,Biography,0.008913724,-0.019554082,-0.025757333,0.004241598,0.0016825557,-0.0021883585,0.0013059281,-0.016373292,0.0004690254,-0.013672906,0.022562975,0.0017313029,0.0090259565,-0.0030356932,-0.004722357,0.019882774,-0.0061916066,0.009676685,-0.0069916807,-0.0099422615
Boys Dont Cry,119,0.9,0.87,84,Biography,0.002003672,-0.0012652437,0.006904996,0.0037775193,-0.017538648,0.0020564129,0.008548562,0.014374083,-0.0058866283,0.015548234,-0.0019251682,0.0067840293,5.368888e-06,-0.0030944464,0.00046136935,0.009304958,0.004976076,-0.010693504,-0.012757045,0.0029743358
A Private War,110,0.88,0.62,147,Biography,0.010673869,0.00074795244,0.0077519566,0.002496771,-0.010133828,0.008232432,-0.015441331,0.005666253,-0.0033658016,-0.008723755,-0.005641817,-0.00017058066,0.01659448,-0.016319975,-0.010035628,0.011802912,-0.0056842277,0.021860665,-0.007343599,-0.0055579985
Judy 2019,118,0.82,0.85,351,Biography,0.0036286127,-0.00091942324,-0.016337883,0.007727093,0.015425706,-0.01601736,0.004138266,-3.4259447e-05,0.0164888,0.009460057,0.011020097,0.00833831,0.00095658266,0.009182702,0.007921366,0.014162811,-0.008166933,-0.0036905822,-0.014429381,-0.0034188188
My Friend Dahmer,107,0.86,0.61,105,Biography,-0.0007757932,-0.0072529716,-0.0027511897,-0.00972393,-0.008533892,-0.011532739,0.012917208,-0.0021297107,-0.0053948355,0.016390655,0.0048449608,-0.00021734387,0.01019219,-0.0058843745,0.0067318915,0.0007950313,0.0031597905,0.010452829,-0.0018778906,-0.004758612
1152019-Good Night And Good Luck,93,0.93,0.83,227,History,0.012633508,-0.0068923123,-0.012008528,0.00940427,-0.00021084305,0.0152059095,0.011508182,0.009483339,0.008017475,-0.0037365952,-0.0039489684,-0.00981644,-0.007151848,0.0028839502,-0.00081806694,0.00019175877,-0.01050964,-0.0054532415,-0.0031508603,-0.0045789112
Ray,155,0.79,0.87,204,Biography,-0.013348056,0.005421001,-0.0053661168,-0.012089565,-0.0052719275,0.0041258093,-0.017676506,-0.0064654723,-0.012314924,0.00051587,0.009106431,-0.0014148401,0.0009273432,-0.005745555,0.00074473734,0.000577417,-0.025300717,0.010062229,-0.0056675915,0.005239442
Im Not There Suppositions On A Film Concerning Dylan,135,0.77,0.69,162,Biography,-0.0005587075,-0.008222944,-0.0029052603,-0.009049758,0.007717309,-0.011764549,-0.003066082,-0.0039045475,-0.0044261133,-0.003867079,0.009003031,0.015587233,-0.010579845,-0.009865616,0.005833803,-0.0029869315,-0.006936607,0.0047062226,0.005250766,0.007564578
Invictus,134,0.76,0.75,245,Drama,0.015711602,-0.003840696,0.0041448623,-0.0032224483,-0.005334891,-0.021742694,-0.009962152,0.004391586,0.006883326,-0.0024656572,0.0009852003,-0.008053115,0.00048031434,0.004073101,-0.008599494,-0.0012046893,-0.0029445237,-0.0051724603,-0.005308283,0.00025626682
Frida,123,0.76,0.85,161,Biography,0.0051491586,-0.0021964961,-0.005559172,-0.01851486,0.0024824357,-0.0034395482,-0.0064825513,0.005456604,-0.0008436081,0.0058442713,0.0061187604,0.0007109294,0.0071964907,0.0036132294,-0.0015329702,0.0034084872,-0.009239671,0.00074312446,-0.0023864568,0.008216667
All The Beauty And The Bloodshed,117,0.95,0.63,143,Documentary,-0.008986789,-0.0022585352,-0.003632006,-0.0064413184,0.005834136,-0.0074783713,-0.007600884,-0.0066956626,-0.0066053392,0.014393049,0.0150163,0.0012884819,-0.0026741768,0.012358397,0.011419323,-0.009591652,-0.0051951036,0.008200791,-0.01103121,-0.008182337
Megan Leavey,116,0.86,0.82,105,War,-0.0024082987,0.00026404596,0.014232567,-0.024699654,0.0035569966,-0.011971353,-0.0038432286,-0.009509678,-0.0028577857,-0.0049122483,0.007264109,0.0050984165,0.00045645423,-0.0026624654,0.0027657782,0.006870863,-0.0028703192,0.005737259,0.004186772,0.009826245
Marshall,118,0.8,0.84,148,History,-0.0095054135,-0.0048044524,-0.007891566,-0.011424369,0.0004124373,-0.012099368,-0.005334359,-0.010238412,0.0054919017,-0.005111785,-0.016765395,0.0024384677,-0.0067329695,-0.0026381637,0.013270962,0.016268298,0.001136889,0.0036437914,-0.011886826,0.011116646
Milk,128,0.93,0.89,245,Biography,-0.002820533,4.5252404e-05,-0.00851521,0.010125729,0.00036324337,-0.0060919547,-0.0014528625,0.0037315353,0.012480563,0.00025081914,-0.00160467,-0.00051002356,-0.0031848848,0.009829827,0.010613776,0.0018927545,-0.0153335985,-0.010455517,0.00058741274,-0.002545728
Blaze 2018,127,0.95,0.67,92,Biography,0.0067288736,0.009104876,0.014446994,-0.015294941,0.00645419,-0.020645127,-0.0016204156,-0.0106859505,-0.0018477855,-0.0028322856,-0.00384781,0.0022852272,0.004816529,0.0007254884,0.00066881144,0.0048004384,0.022618372,0.0050837146,-0.0046814135,-0.0019582182
Amy 2015,128,0.95,0.87,226,Documentary,0.0114860535,-0.0006228245,0.019306209,-0.014316852,-0.0027249237,-0.017306488,0.016873324,-0.0011039699,0.0027723084,0.0017275335,-0.01177383,0.0042830193,0.0036848318,-0.0024603824,-9.845849e-05,0.0040043755,-0.009444535,-0.013783544,-0.020262424,-0.005458294
Little Richard I Am Everything,98,0.95,0.98,97,Documentary,0.023913907,-0.002343216,-0.005718857,-0.014476587,0.0112928,-0.017692406,0.0048226616,0.0011621446,-0.010446686,0.016647898,0.005490412,0.0064376593,-0.0085852835,0.0054861195,0.018997665,0.003489444,0.006325317,-0.005454873,-0.0076373266,-0.014442059
Michael Collins,132,0.78,0.84,50,History,0.0015848482,-0.0017648637,0.0033291816,-0.0072611375,0.0024024555,-0.023259271,0.0093797,-0.0075931526,-0.011651593,0.0077278866,-0.007659228,-0.008551395,-0.0083839055,0.012055794,0.006639118,0.009285246,-0.00017695874,0.0076291948,0.010612761,0.0021843642
Florence Foster Jenkins 2016,110,0.88,0.68,237,Biography,-0.0023977638,-0.016342496,-0.0086415345,0.008321259,0.00075473206,0.011035131,0.00838592,-0.01681875,-0.019664759,0.015776653,0.0062035345,-0.0045189015,-0.013722494,0.005901127,0.013004119,-0.007516132,-0.008708249,0.0014714983,-0.0015697837,-0.017808193
Mcfarland Usa,129,0.8,0.88,132,Drama,0.0035160477,0.003929887,-0.0053219073,-0.0047120424,0.0042095957,-0.0066720815,0.008521031,0.0035444896,-0.008852248,-0.014861929,-0.003357628,0.0008276161,-0.0023301567,-0.0072716326,-0.017042857,0.012614258,-0.010100565,0.006907341,0.0136052165,0.003173865
The Walk 2015,124,0.83,0.77,279,Biography,0.0036963192,-0.008662654,0.0005849611,-0.0017448824,0.006621099,-0.015696157,-0.0020883426,-0.00046700574,0.016595993,-0.0062863,-0.0050938088,0.009632598,0.000730522,0.0026517676,0.0049366285,0.0020364935,0.0004993485,0.0041715084,0.004308371,0.0030674674
Behind The Candelabra,118,0.94,0.71,108,Drama,0.011954681,0.0005056869,-0.009746702,-0.011132452,-0.009831433,-0.0046159895,0.0074841743,-0.007758872,-0.008918466,0.008575933,0.010538566,-0.00067823695,-0.0019482991,-0.008567254,-0.01569835,-0.017023126,0.0020009144,0.001067736,0.006642786,0.00071828964
Get On Up,138,0.81,0.68,172,Biography,-0.018973129,0.0045868633,-0.024766626,0.014319001,0.022238653,0.0005859205,-0.02828617,0.0111428,0.011462031,0.0009380823,-0.01743769,0.00926079,-0.0119712,-0.01984776,0.0239308,0.0035266795,0.0036159034,0.002266784,-0.0019129671,0.005785959
Trumbo,124,0.75,0.79,209,Biography,-0.014572859,0.0039983364,0.002475888,0.011226172,0.0091471765,-0.012316062,-0.0063677863,0.01887787,0.0021057546,0.0061269514,-0.013244676,-0.0015965782,-0.017515544,0.0046729096,-0.004922917,0.010165668,-0.0034298312,-0.007196728,0.011695901,-0.019722365
Philomena,97,0.91,0.89,202,Drama,-0.017655939,-0.0045080194,0.011305727,-0.0003640201,0.0141546335,0.0024852953,-0.017913608,0.00046046264,0.007048936,-0.006126681,0.0054212525,0.005699837,0.00045943484,-0.014776731,0.00077533256,0.010016027,-0.014076632,0.00495026,-0.009377042,-0.010128893
The Underdoggs,101,0.4,0.56,50,Comedy,0.00049257523,-0.008220652,-0.0034315065,-0.011865539,-0.0045695426,0.004755061,-0.030846324,0.00097119453,0.012106391,-0.008420822,0.004671287,0.006328608,0.019834762,-0.009020322,-0.00023286902,0.0041403314,0.0027521371,0.0045594205,0.004598628,7.0553274e-06
Master Of Disguise,80,0.01,0.36,105,Kids & family,-0.018838314,-0.009538559,-0.014494504,-0.015660888,-0.016425734,-0.014367096,-0.011805144,0.0029572886,0.006555474,0.0016830869,-0.012126629,0.0077078687,-0.013588386,-0.0033090417,0.005449696,0.0032470145,0.017405462,-0.016137686,0.0077709816,0.003501709
Arkansas,115,0.51,0.52,69,Mystery & thriller,-0.007954555,-0.015362124,0.010141087,-0.014398466,-0.013892099,-0.0055910866,-0.013040128,-0.009332291,0.0085744085,-0.009036861,-0.010076113,-0.024987675,-0.006991883,-0.011065701,0.0021619617,0.025433496,0.007931988,0.0007896231,0.004749394,0.0016970538
Queen Bees,101,0.55,0.89,31,Comedy,-0.0035277698,-0.00689246,0.023711512,0.011952621,-0.00076536054,-0.0071081864,-0.009087627,-0.005736224,0.004740045,-0.005345758,-0.0034754209,0.0009802487,-0.015447835,-0.012825325,-0.006948474,0.010117639,-0.01182408,-0.014126802,-0.010650838,0.005751257
Next Goal Wins 2023,104,0.44,0.84,158,Comedy,0.009271735,0.0006453229,0.021191042,0.0057052323,-0.00692133,-0.0034637537,0.0132914055,0.0094484165,-0.0036041276,0.006791686,-0.0011563081,0.010609681,-0.021042624,0.008224154,0.0060774283,-0.0003292893,-0.01030116,-0.012203179,-0.00787081,0.016071336
Babylon 2022,189,0.57,0.52,360,Comedy,0.01285625,-0.0065865368,0.009430444,0.006742859,0.0002338551,-0.017553072,-0.0044603157,0.00351905,0.0020509283,0.013281691,-0.004044347,-0.0044106273,-0.010882786,0.00724217,-0.0026299893,0.0020015533,0.01039663,0.0064011007,-0.0054088114,0.0034229197
Lol 2012,97,0.14,0.5,7,Comedy,-0.004278657,-0.017966364,0.002205026,-0.0060159536,0.00087063835,0.003706467,-0.016558893,0.001971793,0.010767985,0.0048417193,-0.007652187,-0.011662801,-0.0063455133,-0.01348635,-0.00016071796,-0.013650395,-0.009054963,-0.00033719838,0.015894927,-0.015899334
Maggie Moores,99,0.5,0.65,72,Comedy,0.0068964213,0.01278244,-0.011128997,-0.020877985,0.00043946467,-0.0021477756,-0.0026565199,0.004688012,0.0129429875,0.01206938,0.0075009437,0.0065121735,-0.004897945,0.009047708,-0.0054321005,0.018097794,-0.0062311245,0.011021634,-0.010336874,-0.009364248
Dont Look Up 2021,138,0.55,0.78,305,Comedy,-0.0014261268,-0.018800098,0.0027624413,-0.005835955,-0.0014993855,-0.011231803,-0.0010564089,-0.0049257097,-0.0006007232,0.012630621,0.0019815448,-0.010243054,-0.017531365,-0.007991696,-0.008348215,-0.002831645,-0.0014463633,0.00949052,-0.0039052484,0.0016332765
Lady Ballers,110,0.43,0.9,7,Comedy,-0.0006009191,-0.0028863428,0.0013780044,-0.0068576387,-0.011039189,-0.0024450498,0.0006702825,-0.0049622077,0.008811958,-0.0031197064,0.004750275,-0.007950574,0.009186459,-0.010658265,-0.019874517,0.007924889,-0.016020153,0.013480778,0.009850314,0.0026152816
Strays 2023,93,0.53,0.69,172,Comedy,0.00092474074,0.004430598,-0.0005600538,0.0034114183,0.0014487337,-0.014304459,0.012992012,0.002950395,0.0066734673,-0.015558143,0.0070150904,-0.010855658,0.009575208,-0.008184718,-0.0036790322,0.016531622,-0.015017062,-0.00036678446,0.008621469,-0.0011866312
Amsterdam 2022,134,0.32,0.62,257,Comedy,0.014600642,-0.001584089,0.0037250519,0.010089258,0.015180165,-0.0010135965,-0.0008800708,-0.004592536,-0.000228763,-0.0018662853,0.0050956043,0.0030987177,0.0023802244,0.012299965,0.0150617035,-0.010722971,-0.0013012282,-0.011935404,0.0051695355,-0.008117515
Downsizing,135,0.47,0.25,301,Comedy,-0.0031506706,-0.007976065,-0.008255551,-0.000498154,-0.0038521644,-0.014397545,-0.004457502,0.0048846602,0.0044660214,0.010483863,-0.012420905,-0.0063086795,-0.011978723,0.0013198007,-0.010962646,-0.00029197632,0.01307491,0.010963042,-0.0016035248,-0.0056866105
Old Dads,102,0.25,0.85,44,Comedy,-0.013957436,-0.0059351297,0.010621306,0.0045635104,0.020279301,-0.00405605,-0.0093168765,-0.007737418,0.006301649,0.003001565,0.005748364,0.0046485616,0.008736265,0.005667588,-0.0026178646,-0.01244271,-0.008510501,-0.01218636,-0.004025406,-0.008458616
Ted 2,115,0.45,0.5,208,Comedy,-0.013811228,0.0110192625,-0.001503073,0.00024367058,0.009004507,-0.0029322403,-0.004721197,-0.014170495,0.0009678658,-0.0003293599,0.00094923435,0.0013438414,0.0015291299,0.0013675292,-0.0115474155,-0.017884308,0.0021042093,0.0027211555,0.0073185973,0.01081812
The Greatest Beer Run Ever,126,0.43,0.91,122,Comedy,-0.006796463,-0.0069384957,-0.015653536,0.0084744515,0.005926124,-0.0049394304,-0.009867489,-0.0034731813,-0.00016272216,-0.005523377,-0.018410578,-0.005030545,-0.00043372493,-0.0061501693,0.00022029784,0.0002190357,-0.006365706,-0.005054471,-0.006005209,0.002361623
Bird On A Wire,110,0.25,0.41,24,Romance,0.004503289,0.0035524056,-0.0031162675,-0.008448538,0.011005955,-0.016719671,-0.004888905,0.0063903267,0.0049109487,-0.011463108,-0.0029404717,0.0134825315,-0.0019415084,0.00051477895,0.012636296,0.015576337,-0.0024372262,0.003653561,-0.014670039,-0.0013995536
Family Switch,101,0.41,0.43,29,Kids & family,-0.016043555,0.000512127,0.012686511,-0.00436809,-0.0010482958,-0.0046730204,0.019725692,0.009837302,-0.0003734179,0.0047548674,-5.2723103e-06,-0.019637471,0.012234818,-0.014503087,-0.0069645494,0.01240745,-0.0029256393,-0.0041935323,-0.006763698,0.00069670577
About My Father 2023,89,0.37,0.81,87,Comedy,0.0034361978,0.0069845603,-0.008490108,0.0027366534,-0.01344558,0.010526986,0.006518528,0.00040798038,0.00522605,-0.00019399301,-0.010328407,-0.009250002,-0.006542084,-0.0034638967,0.003994949,-0.006506653,0.00024642833,0.010515597,0.011415156,-0.006523546
10010458-Proposal,108,0.45,0.68,190,Romance,0.016371582,0.0062958635,-0.016240735,-0.003084268,0.019349055,-0.0056037777,0.005203948,0.0046737874,-0.0041984273,0.008309888,0.0045077326,-0.010980943,-0.0031789844,-0.0023470572,-0.015490845,0.0036301624,0.0022772658,0.016564343,0.009585788,0.0056938278
Champions 2022,123,0.59,0.95,128,Comedy,-0.009992123,-0.0007343132,0.0073966654,0.0014851142,0.009941863,-0.007534602,0.007959752,0.009705529,0.009372346,0.007237299,-0.0059922207,-0.0013753626,-0.000802618,0.0051231207,0.008055342,8.384511e-06,0.012528649,-0.0053618075,0.0031687808,-0.011121667
The Professor 2019,90,0.1,0.79,20,Comedy,-0.0035346926,-0.00149616,0.002884498,0.0018334246,0.0067410716,-0.005035245,0.0074538677,0.0118587585,-0.0009203946,-0.0057829386,0.008805442,-0.011674445,-0.007161939,-0.011350602,-0.006656766,0.0030950897,-0.0022005555,-0.003002401,-0.001971617,-0.0026524714
Cats 2019,110,0.19,0.53,334,Musical,0.004515132,-0.018955596,0.007987554,-0.005857807,-0.002364816,-0.013096551,-0.001512648,-0.000918866,0.021499408,0.0045786547,-0.006433256,0.007937561,-0.014161736,-0.010518322,0.009094866,-0.0009366216,0.010556517,-0.0018235404,-0.011293353,0.014193609
What Happens Later,103,0.49,0.28,68,Romance,0.0047481316,0.0003202151,0.01404645,-0.0062001664,0.0022397856,-0.0070510125,0.0030259783,0.00055758795,0.0014718396,-0.0046262676,-0.018296614,-0.003073044,-0.005139644,-0.0060959198,-0.02189368,-0.023656685,-0.01698392,-0.0112241525,-0.009920282,-0.00937623
The Ridiculous 6,119,0.0,0.36,37,Comedy,0.00014891289,0.0047380803,0.0009795567,0.0026883795,0.009713548,-0.01246349,0.00840482,-0.016157407,0.00077601,0.009093304,-0.006496216,0.0055262703,-0.0112196235,0.0076742545,-0.01598657,-0.0046027075,0.003990727,0.004078753,0.008856254,0.00972723
She Came To Me,102,0.48,0.74,65,Comedy,0.0030905688,-0.009986354,-0.015187094,-0.01884448,-0.012779874,0.012821576,-0.0064914944,0.009496802,0.000949952,-0.014899021,0.0020995769,-0.007774025,0.0028503097,-0.013196686,-0.012360388,0.0138288345,0.0038330506,0.01872856,0.0127304075,0.0035926632
1121649-Anger Management,106,0.42,0.59,191,Comedy,-0.008056301,-0.012706021,0.0074328957,-0.0076582343,-0.012773013,-0.008313026,-0.006108942,-0.011852258,-0.0015005742,-0.0056159557,0.00837937,0.008164425,-0.0009182661,-0.011589229,-0.002657671,0.006573853,0.012808463,-0.0048430124,0.010065615,-0.0034622967
Now You See Me,116,0.51,0.7,172,Comedy,-0.011817368,-0.009370266,0.019876301,0.00067724864,0.00644938,-0.01820266,0.0047315387,-0.0069053126,-0.008019507,0.00033512004,0.005089053,-0.009962482,0.0063407817,0.0036614283,-0.012107042,0.008861129,0.0039669136,0.0004066564,0.01745027,-0.00424465
Mamma Mia,109,0.55,0.66,185,Musical,0.0056851255,-0.008564292,-0.0029774432,-0.018357309,-0.003577271,0.007441818,0.01699177,0.0004181817,-0.0032499824,0.006725797,-0.0005689945,0.0031750822,-0.017592203,-0.006512098,0.0050075767,0.0032059043,0.008724886,-0.018687386,0.010390656,-0.0084393155
White Chicks,108,0.15,0.55,126,Comedy,0.014894264,-0.011844582,0.013875407,0.011784864,0.025001282,-0.0036994251,0.0078939255,0.011353722,-0.005838915,0.0072705494,-0.006465265,0.007941973,-0.0022118357,-0.0013996275,-0.0034387286,-0.0017066492,-0.00790935,-0.0022624591,0.000718626,0.0021428082
Norbit,102,0.09,0.53,123,Comedy,0.005494038,-0.0122115705,-0.0056523373,-6.382689e-05,-0.0052490667,-0.0056021055,0.0062762066,-0.010287593,-0.0039278725,0.01242348,-0.003768174,-0.015277254,0.0021242127,0.013958225,0.00831203,-0.012071767,0.009728621,-0.011375238,-0.009256084,0.018270282
1193743-Step Brothers,95,0.55,0.69,205,Comedy,0.0029226155,-0.012602469,0.0018438392,-0.0063909115,0.0005016728,0.004131102,-0.014642422,0.00079880096,-0.004942396,0.021199899,0.007968354,-0.010203165,0.008014193,-0.0014166732,-0.009733494,-0.0067812884,-0.00079927704,0.009393942,-0.0014650279,0.002579859
Haunted Mansion 2023,123,0.37,0.84,254,Fantasy,0.014207268,-0.010330464,0.01393559,-0.0025158585,0.005634124,-0.02524342,-0.01576263,-0.0003075741,0.00063527713,-0.011099888,-0.0029512632,-0.009544228,-0.005003188,-0.007214728,-0.005675476,-0.008212658,0.00017062202,0.0035861898,0.009334588,-0.004685439
My Big Fat Greek Wedding 3,91,0.29,0.71,94,Comedy,0.009444219,-0.002774049,-0.000717137,-0.015286137,-0.00849121,-0.0069105355,-0.0031261896,-0.006004017,-0.0012246851,0.006447626,-0.007576838,0.012380655,-0.008570934,0.00055125,0.0059164115,-0.0047995965,-5.5181048e-05,0.0052020247,0.003297267,-0.010440488
Grandmas Boy,94,0.15,0.85,61,Comedy,0.011537736,-0.0045367787,-0.0013781197,0.015547551,-0.0029606556,-0.0028031091,0.017924258,-0.0047288523,0.003553529,-0.004443913,-0.0087584285,-0.006070769,-0.009014501,0.00033322832,0.011422326,0.0036793496,0.00044851433,-0.013483767,-0.005171042,-0.013789782
Happiness For Beginners,103,0.33,0.53,27,Romance,0.0067624673,0.0013727597,0.009017714,-0.0070636654,0.012015377,-0.01152949,-0.0067550004,-0.014115429,-0.007996631,-0.0015882335,0.0068002255,-0.006754706,0.008005446,0.0004719019,0.011453787,0.0022053737,0.0071771173,-0.0077006817,-0.0017424717,0.0016397095
Love Again 2023,104,0.28,0.91,46,Romance,0.016497005,-0.0026001357,0.0001029294,-0.0027849302,0.0003080856,0.0013812131,-0.007004029,-0.0034251432,-0.004866019,0.0004800232,-0.009947042,-0.008040248,-0.008187793,-0.0002192907,-0.004150263,-9.0286696e-05,-0.004124809,-0.00033330635,0.008744406,0.006827046
Grown Ups,102,0.1,0.62,172,Comedy,0.013369982,-0.0033533748,-0.0019678955,-0.017743135,0.0051988373,-0.018541018,0.009488016,-0.012454722,0.0077669686,0.0045321793,-0.0034519383,-0.012344687,-0.007226846,0.002395581,-0.005235679,0.01083798,0.003533417,0.005616808,0.0067616478,-0.0078011267
Beautiful Disaster 2023,96,0.29,0.55,7,Romance,-0.0066672876,-0.006017112,-0.012861691,-0.0009525806,0.0035238385,0.0061712535,-0.012534877,0.0025611583,0.004954173,-0.008011074,-0.0034900378,0.0012112933,-0.0049820943,-0.01529831,-0.013160008,0.022323687,-0.00029026726,-0.0012443019,0.0011641451,-0.0011823823
Focus 2015,105,0.56,0.53,228,Comedy,0.0055486406,-0.02344561,-0.0019282115,-0.020626038,-0.009641325,-0.007461492,-0.013772778,-0.0019272637,0.02115641,-0.005071889,0.0057986723,0.0062194304,0.002290334,0.0013522845,-0.003887387,-0.007474567,0.0039837444,0.015795205,0.00712139,0.0063560023
Dirty Grandpa,102,0.1,0.44,135,Comedy,-0.0055297534,-0.0052628494,-0.0051681735,-0.019680861,0.0046060183,-0.0010830556,0.0035452489,-0.0037713707,-0.009132232,0.0015364789,0.0055377544,0.0020720265,-0.014668259,0.0045819646,0.0074995956,0.009091243,-0.016963942,0.005002348,-0.011558266,-0.00987201
Jennifers Body,101,0.46,0.35,214,Horror,0.013812517,-0.005662124,-0.0053442605,0.0034026392,-0.0023022608,-0.012428823,-0.004327793,-0.01949486,0.020549826,0.0044178218,-0.0016413222,0.0042314446,0.0005868267,-0.010647883,0.0012037819,-0.0033767247,-0.010603032,0.0014490879,0.0021720687,-0.024755929
Me Time 2022,104,0.07,0.32,69,Comedy,-0.0043129097,0.0061993636,0.00020996826,0.0023702383,-0.008253286,0.0008155357,-0.004761708,-0.014578086,-0.0014292828,-0.0033066138,0.009443263,-0.0007624084,0.001185618,-0.019064272,-0.005762485,0.007939403,-0.009730807,-0.0026710562,-0.0047033927,-0.012510955
Nacho Libre,91,0.4,0.55,166,Comedy,-0.0044699046,0.0035546273,-0.011528274,0.00834129,0.008587013,-0.0035811919,-0.005295244,0.003869384,0.011999507,-0.008717246,-0.006391649,0.0045718635,0.0069221244,-0.007249263,-0.003050488,-0.018494803,-0.0022417314,0.0049474584,-0.004561235,0.0014254838
Sex Tape 2014,94,0.16,0.33,158,Comedy,0.00892049,-0.0070596323,-0.011344091,0.0046207616,7.382594e-06,0.0070991903,0.008246712,0.0070263445,-0.0066765025,0.0025259664,0.0033685206,-0.0041458514,-0.020770092,-0.0018024057,0.0056871288,0.0018828356,-0.005131875,-0.00022080765,-0.008002555,-0.015522997
1022191-Twins,112,0.42,0.39,43,Comedy,0.0010715339,0.0015145515,-0.009917527,-0.002852293,-0.0048977123,-0.015564913,0.016373247,-0.012804863,-0.0035243332,-0.0018025655,-0.0034591288,-0.00092094933,-0.0077600824,-0.01110347,-0.004112357,0.02625829,0.00038104615,0.0077595348,-0.005654933,0.011211197
Ticket To Paradise 2022,104,0.57,0.87,223,Romance,0.0068744496,-0.00859956,-0.0056248354,0.0050367923,-0.008218127,-0.006428643,0.010207306,0.003250362,-0.0012635946,0.003750993,0.011055132,-0.0033745673,-0.0013374807,0.005152295,-0.005194573,-0.0040267603,0.006548011,0.011023244,-0.008016894,-0.0039833244
Maybe I Do,95,0.34,0.61,47,Comedy,-0.01493672,-0.006626852,0.014849183,-0.0110485125,0.02495946,-0.004391747,0.012740197,-0.007942587,0.0030783382,0.009437273,0.0031839288,-0.0060235667,0.002733889,-0.008452866,0.0031260091,0.0111746695,0.008163015,-0.0016968409,-0.0059682736,-0.003443764
The Out Laws,95,0.21,0.35,73,Comedy,0.0061036157,-0.0028316467,1.9519031e-05,-0.01655336,-0.0013322842,0.0020090449,-0.010148019,0.0063343747,0.0008231249,0.0046590655,0.007087115,-0.0041906075,0.004201086,-0.004614027,-0.009158873,0.009427581,-0.013688313,0.008180777,-0.00066706055,-0.0014750066
How To Lose A Guy In 10 Days,116,0.42,0.77,150,Romance,-0.008180748,-0.013117686,0.01583003,-0.00581958,0.0012473953,0.005526216,0.009790609,0.000378485,0.004951655,0.009826228,0.020020444,0.0067881444,-0.00022176802,-0.008464014,0.0071470477,-0.0047385944,-0.007546042,-0.015022343,-0.0014005002,0.01526195
Love-And-Other-Drugs,112,0.49,0.53,170,Drama,-0.011599548,-0.008381027,0.0029160855,0.0011600903,-0.019121846,-0.015065683,-0.0120160235,0.0111108385,-0.013282302,0.011226,0.0014728645,-0.0032620635,0.008552344,0.006461223,0.004535692,0.0063804253,0.00739946,-0.008098751,-0.011356069,0.009421827
